HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
San Fernando Community Health Center,70699906Z4,Federally Qualified Health Center,Mental Health,13,CA,Designated,2/10/2016,,Los Angeles County,,,-118.444232,34.27660402
Low Income - MSSA 161C (Golden Hill/Logan Heights),7068047711,HPSA Population,Mental Health,6,CA,Designated,8/24/2011,,,Low Income Population HPSA,34.7,,
Aaa Comprehensive Healthcare,70699906U5,Federally Qualified Health Center,Mental Health,14,CA,Designated,12/16/2016,,Los Angeles County,,,-118.3878262,34.206012
Folsom State Prison,7069990628,Correctional Facility,Mental Health,6,CA,Proposed For Withdrawal,8/31/2000,,Sacramento County,,,-121.4909,38.579334
Roads Foundation Inc.,706999069Y,Federally Qualified Health Center,Mental Health,19,CA,Designated,2/10/2016,,Los Angeles County,,,-118.2079609,33.89479283
United Health Centers of San Joaquin Valley,7069990674,Federally Qualified Health Center,Mental Health,22,CA,Designated,10/21/2003,,Fresno County,,,-119.5210342,36.60493533
King City,606999060R,Geographic HPSA,Dental Health,0,CA,Withdrawn,5/9/1997,11/3/2011,,Geographic Population,,,
Bartz-Altadonna Community Health Center,7069990608,Federally Qualified Health Center,Mental Health,16,CA,Designated,8/1/2011,,Los Angeles County,,,-118.14159,34.69524682
Angeles Community Health Center,70699906G2,Federally Qualified Health Center Look A Like,Mental Health,10,CA,Designated,12/6/2018,,Los Angeles County,,,-118.2751516,34.05573783
Clinica De Salud Del Valle,7069990685,Federally Qualified Health Center,Mental Health,15,CA,Designated,10/21/2003,,Monterey County,,,-121.6269258,36.67962078
Low Income - MSSA 172/San Luis Obispo,6062701245,HPSA Population,Dental Health,19,CA,Designated,5/24/2012,,,Low Income Population HPSA,29.8,,
Adventist Health Community Care - Reedley Children,70699906CC,Rural Health Clinic,Mental Health,16,CA,Designated,11/17/2016,,Fresno County,,,-119.4509852,36.60897943
Low Income - MSSA 105/King City,6066214101,HPSA Population,Dental Health,19,CA,Designated,11/26/2008,,,Low Income Population HPSA,22.4,,
West County Health Centers Inc.,7069990669,Federally Qualified Health Center,Mental Health,16,CA,Designated,10/21/2003,,Sonoma County,,,-122.994224,38.503275
Federal Correctional Institution - Herlong,7064451709,Correctional Facility,Mental Health,12,CA,Proposed For Withdrawal,11/17/2009,,Lassen County,,,-120.1644002,40.14413178
Low Income - MSSA 227.1 (Dinuba),60699906N6,HPSA Population,Dental Health,7,CA,Withdrawn,8/19/2008,6/27/2013,,Low Income Population HPSA,,,
Shingle Springs Tribal Health Program,60699906Q6,Native American/Tribal Facility/Population,Dental Health,22,CA,Designated,10/26/2002,,El Dorado County,,,-120.9319736,38.66368128
Community Health Clinic Ole,60699906G7,Federally Qualified Health Center,Dental Health,21,CA,Designated,9/30/2004,,Napa County,,,-122.2923256,38.32123173
Central Neighborhood Health Foundation,60699906ZH,Federally Qualified Health Center,Dental Health,20,CA,Designated,7/13/2010,,Los Angeles County,,,-118.2554899,34.01753576
La Clinica De La Raza,60699906D5,Federally Qualified Health Center,Dental Health,19,CA,Designated,9/30/2003,,Alameda County,,,-122.2251293,37.77908689
Community Medicine Inc.,70699906LA,Federally Qualified Health Center Look A Like,Mental Health,18,CA,Designated,12/19/2018,,Los Angeles County,,,-118.150111,33.88914753
United American Indian Involvement,70699906AK,Native American/Tribal Facility/Population,Mental Health,17,CA,Designated,1/12/2012,,Los Angeles County,,,-118.2627994,34.05436894
King City/San Lucas (MSSA 105),6.07E+12,Geographic HPSA,Dental Health,0,CA,Withdrawn,9/16/2004,11/26/2008,,Geographic Population,20.3,,
Unicare Community Health Center Inc.,70699906J1,Federally Qualified Health Center,Mental Health,17,CA,Designated,6/14/2016,,San Bernardino County,,,-117.6512537,34.06803274
Operation Samahan Inc.,60699906H5,Federally Qualified Health Center,Dental Health,19,CA,Designated,4/30/2007,,San Diego County,,,-117.0916542,32.66008931
Queenscare Family Clinic,70699906N3,Federally Qualified Health Center,Mental Health,13,CA,Designated,9/30/2003,,Los Angeles County,,,-118.2917303,34.09568207
Salud Para La Gente,7069990692,Federally Qualified Health Center,Mental Health,18,CA,Designated,10/21/2003,,Santa Cruz County,,,-121.7539036,36.91238885
California Institution for Men,7069990622,Correctional Facility,Mental Health,0,CA,Withdrawn,8/31/2000,6/29/2012,San Bernardino County,,,-117.6889229,33.98270176
Round Valley Indian Health Center,6069990629,Native American/Tribal Facility/Population,Dental Health,14,CA,Designated,10/24/2012,,Mendocino County,,,-123.2481105,39.809754
Tulare County Health,60699906H8,Federally Qualified Health Center Look A Like,Dental Health,17,CA,Designated,4/30/2007,,Tulare County,,,-119.3136592,36.28477115
Garberville/Redway (MSSA 44),606999061N,Geographic HPSA,Dental Health,0,CA,Withdrawn,11/24/2000,5/2/2005,,Geographic Population,22.1,,
Low Income-MSSA 126/127/Blythe/Desert Center,6069116675,HPSA Population,Dental Health,20,CA,Designated,2/22/2016,,,Low Income Population HPSA,23.6,,
San Benito,606069,Geographic HPSA,Dental Health,0,CA,Withdrawn,5/30/1978,5/20/1985,,Geographic Population,12,,
MSSAs 57.1/57.2/and 59-Taft/Frazier Park/Buttonwi,7068602300,High Needs Geographic HPSA,Mental Health,20,CA,Designated,1/19/2012,,,Geographic Population,21.6,,
Consolidated Tribal Health Project Inc.,70699906L5,Native American/Tribal Facility/Population,Mental Health,13,CA,Designated,5/2/2006,,Mendocino County,,,-123.2070059,39.2434096
Mendocino Coast Clinics Inc.,70699906N4,Federally Qualified Health Center,Mental Health,21,CA,Designated,9/30/2003,,Mendocino County,,,-123.8038441,39.43025401
Laytonville (MSSA 90),6.07E+16,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,5/3/2005,8/6/2010,,Geographic Population,,,
Atascadero State Hospital,7064520976,State Mental Hospital,Mental Health,8,CA,Designated,9/6/2018,,San Luis Obispo County,,,-120.6443499,35.46105714
Modoc Medical Center,60699906Z6,Rural Health Clinic,Dental Health,12,CA,Designated,1/19/2017,,Modoc County,,,-120.5440845,41.47990037
Figueroa/Firestone/Green Meadows/Watts,6069990665,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,5/31/2000,,Geographic Population,46.6,,
MSSAs 58.1. 58.2 60 Shafter/Lost Hills/Wasco,7063505262,High Needs Geographic HPSA,Mental Health,20,CA,Designated,12/16/2011,,,Geographic Population,29.7,,
Feather River Hospital Canyon View Clinic,60699906RY,Rural Health Clinic,Dental Health,2,CA,Designated,10/6/2016,,Butte County,,,-121.5690969,39.75736704
Low Income - Eureka (MSSA 45),606999060J,HPSA Population,Dental Health,0,CA,Withdrawn,3/14/1996,2/20/2002,,Low Income Population HPSA,13,,
Latino Kids Health,60699906Y1,Federally Qualified Health Center,Dental Health,24,CA,Designated,12/12/2016,,Los Angeles County,,,-118.1099196,34.01042189
Tulake (MSSA 101.2),606999060Z,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,3/30/2000,9/21/2010,,Geographic Population,,,
Kings County,7065176167,High Needs Geographic HPSA,Mental Health,20,CA,Designated,4/24/2017,,,Geographic Population,22.7,,
Clinicas Del Camino,70699906B4,Federally Qualified Health Center,Mental Health,16,CA,Designated,10/23/2003,,Ventura County,,,-119.1597581,34.29323216
Substance Abuse Treatment Facility,7067035132,Correctional Facility,Mental Health,18,CA,Designated,8/31/2000,,Kings County,,,-119.5591967,36.0508577
Calaveras County,7068979713,Geographic HPSA,Mental Health,10,CA,Designated,11/7/1997,,,Geographic Population,12.1,,
Low Income-MSSA 159/Campo/Jacumba,6061638170,HPSA Population,Dental Health,12,CA,Designated,11/15/2012,,,Low Income Population HPSA,15.4,,
Aaa Comprehensive Healthcare,60699906RO,Federally Qualified Health Center,Dental Health,13,CA,Designated,12/16/2016,,Los Angeles County,,,-118.3878262,34.206012
Chowchilla Service Area (MSSA 79.2),60699906A2,Geographic HPSA,Dental Health,0,CA,Withdrawn,3/14/2003,2/25/2008,,Geographic Population,30,,
Del Norte,606015,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,5/18/2006,8/29/2011,,Geographic Population,,,
Low Income - MSSA 225/Hayfork,6061547548,HPSA Population,Dental Health,13,CA,Designated,1/23/2012,,,Low Income Population HPSA,22.9,,
Chapa De Indian Health Program Inc.,60699906S3,Native American/Tribal Facility/Population,Dental Health,11,CA,Designated,11/9/2011,,Placer County,,,-121.0987634,38.9348505
Riverside-San Bernadino County Indian Health,606999064H,Native American/Tribal Facility/Population,Dental Health,12,CA,Designated,7/18/2011,,Riverside County,,,-116.9369915,33.78239424
Health Access for All Inc.,60699906Z4,Federally Qualified Health Center Look A Like,Dental Health,6,CA,Designated,12/19/2018,,Los Angeles County,,,-118.2751516,34.05573783
Avalon/Goodyear/Main,6069990681,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,9/20/1999,,Geographic Population,38,,
Butte Valley/Dorris (MSSA 200),6069990673,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,9/15/2000,,Geographic Population,16.8,,
Karuk Tribe of California,70699906P6,Federally Qualified Health Center,Mental Health,20,CA,Designated,12/1/2004,,Siskiyou County,,,-123.3800215,41.79245258
MSSA 228.1 Low Income/Migrant Farmworker-Ivanhoe/West,60699906N7,HPSA Population,Dental Health,14,CA,Withdrawn,10/31/2008,6/27/2013,,Low Income Migrant Farmworker Population HPSA,,,
Los Angeles Gay and Lesbian Center,60699906P8,Federally Qualified Health Center,Dental Health,16,CA,Designated,7/2/2009,,Los Angeles County,,,-118.3324932,34.100505
Community Medicine Inc.,70699906YN,Federally Qualified Health Center Look A Like,Mental Health,18,CA,Designated,12/10/2018,,Los Angeles County,,,-118.150111,33.88914753
East Imperial - MSSA 47,6069990658,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,11/3/2011,,Geographic Population,,,
Low Income - MSSA 10 (Oroville/Palermo),6069990691,HPSA Population,Dental Health,0,CA,Withdrawn,8/5/1994,6/29/2012,,Low Income Population HPSA,,,
Adventist Health Community Care - Home Garden,70699906BQ,Rural Health Clinic,Mental Health,17,CA,Designated,11/14/2016,,Kings County,,,-119.6312189,36.30014019
The Achievable Foundation,706999062O,Federally Qualified Health Center,Mental Health,19,CA,Designated,11/1/2013,,Los Angeles County,,,-118.3921439,33.98403218
Central Neighborhood Health Foundation,70699906ZI,Federally Qualified Health Center,Mental Health,17,CA,Designated,7/13/2010,,Los Angeles County,,,-118.2554899,34.01753576
Herald Christian Health Center,706999062Q,Federally Qualified Health Center,Mental Health,15,CA,Designated,11/1/2013,,Los Angeles County,,,-118.0909222,34.09074288
MSSA 145.2/Adelanto,7066421770,Geographic HPSA,Mental Health,19,CA,Designated,11/20/2012,,,Geographic Population,30.8,,
Dignity Health Solano Street Medical Clinic,7.07E+11,Rural Health Clinic,Mental Health,21,CA,Designated,5/22/2018,,Tehama County,,,-122.1958437,39.92807149
Tipton/Earliment,6069990602,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/24/1979,4/28/2004,,Geographic Population,41.5,,
Southern Inyo County (MSSAs 55 and 56),60699906K8,Geographic HPSA,Dental Health,0,CA,Withdrawn,11/29/2007,6/29/2012,,Geographic Population,,,
Corning Rural Health Clinic,60699906RW,Rural Health Clinic,Dental Health,12,CA,Designated,11/15/2016,,Tehama County,,,-122.1687505,39.92777122
Chuk Ndule Medical Center-Gridley,60699906ZL,Rural Health Clinic,Dental Health,4,CA,Designated,10/1/2010,,Butte County,,,-121.6963767,39.36593605
Western Sierra Medical,70699906T9,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Withdrawn,4/30/2007,,Sierra County,,,-120.8295286,39.559056
Calexico Outpatient Center,706999062M,Rural Health Clinic,Mental Health,19,CA,Designated,1/31/2014,,Imperial County,,,-115.4929126,32.67913447
St. Helena Medical Care,70699906AQ,Rural Health Clinic,Mental Health,13,CA,Designated,10/6/2016,,Lake County,,,-122.556973,38.79442947
Low Income-MSSA 129.2/Bermuda Dunes/Indio North,7065321015,HPSA Population,Mental Health,19,CA,Designated,8/12/2013,,,Low Income Population HPSA,19.3,,
Federal Correctional Institution - Dublin,60699906D8,Correctional Facility,Dental Health,12,CA,Proposed For Withdrawal,6/14/2002,,Alameda County,,,-121.9053544,37.71620936
MSSA 59/Buttonwillow,6069990678,Geographic HPSA,Dental Health,9,CA,Withdrawn,3/19/2009,6/27/2013,,Geographic Population,,,
Potter Valley Community Health Center,70699906T5,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Designated,4/30/2007,,Mendocino County,,,-123.1098406,39.32185751
Sequoia Community Health Foundation,606999063L,Federally Qualified Health Center,Dental Health,0,CA,Withdrawn,10/23/2003,,Fresno County,,,-119.7908743,36.70030899
Federal Correctional Institution - Dublin,706999061N,Correctional Facility,Mental Health,12,CA,Withdrawn,11/17/2009,6/27/2013,Alameda County,,,-121.9053544,37.71620936
MSSA 196 and 200/Tulelake/Dorris,6064467097,High Needs Geographic HPSA,Dental Health,11,CA,Designated,9/21/2010,,,Geographic Population,21.3,,
South of Market Health Center,7069990672,Federally Qualified Health Center,Mental Health,8,CA,Designated,10/21/2003,,San Francisco County,,,-122.4106553,37.77935975
MSSA 159-Jacumba/Morena Village,60699906L1,High Needs Geographic HPSA,Dental Health,15,CA,Withdrawn,2/25/2008,11/15/2012,,Geographic Population,,,
Plumas County,706063,Geographic HPSA,Mental Health,17,CA,Withdrawn,5/18/2009,6/27/2013,,Geographic Population,,,
Alameda County Health Department,606999062Z,Federally Qualified Health Center,Dental Health,17,CA,Designated,10/21/2003,,Alameda County,,,-122.2230634,37.78307994
Low Income - North Siskiyou (MSSA 194-195),606999062H,HPSA Population,Dental Health,0,CA,Withdrawn,11/25/2002,6/29/2012,,Low Income Population HPSA,,,
Low Income-MSSA 185.1/Santa Cruz,7066112113,HPSA Population,Mental Health,16,CA,Designated,5/4/2018,,,Low Income Population HPSA,17.8,,
Low Income - MSSA 18F/Richmond Central,6065505728,HPSA Population,Dental Health,19,CA,Designated,5/15/2014,,,Low Income Population HPSA,20.9,,
El Sereno/Highland Park/Lincoln Heights/MT Wash,6069990633,Geographic HPSA,Dental Health,0,CA,Withdrawn,9/27/1978,9/20/1999,,Geographic Population,21.3,,
Pauma Val./Val. Center Div.,6069990611,Geographic HPSA,Dental Health,0,CA,Withdrawn,1/12/1981,10/2/1995,,Geographic Population,0,,
MSSA 199 McCloud,6062299124,High Needs Geographic HPSA,Dental Health,10,CA,Designated,3/20/2017,,,Geographic Population,23.6,,
Colusa Indian Community Council,70699906P0,Native American/Tribal Facility/Population,Mental Health,18,CA,Designated,10/22/2002,,Colusa County,,,-122.0314397,39.25058685
Adventist Health Community Care - Avenal,6069990625,Rural Health Clinic,Dental Health,20,CA,Designated,6/16/2011,,Kings County,,,-120.1356233,36.00349254
Low Income - MSSA 226/Mad River/Ruth/Zenia,6069500246,HPSA Population,Dental Health,7,CA,Designated,1/3/2012,,,Low Income Population HPSA,16.2,,
Apla Health and Wellness,706999062H,Federally Qualified Health Center,Mental Health,20,CA,Designated,11/1/2013,,Los Angeles County,,,-118.3028847,34.06304666
MSSA 102 and 103/Benton/Mammoth Lakes,606999069F,HPSA Population,Dental Health,6,CA,Withdrawn,10/19/2005,5/15/2014,,Low Income Population HPSA,,,
Livingston Community Health Services,70699906P3,Federally Qualified Health Center,Mental Health,17,CA,Designated,12/1/2004,,Merced County,,,-120.7234281,37.37983469
Adventist Health Community Care - Oakhurst East,60699906EL,Rural Health Clinic,Dental Health,3,CA,Designated,11/21/2016,,Madera County,,,-119.6508454,37.33186522
MSSA 61/Arvin,7061038571,High Needs Geographic HPSA,Mental Health,19,CA,Designated,11/27/2012,,,Geographic Population,30.9,,
Low Income - S. Inyo (MSSA 55 and 56),60699906D6,HPSA Population,Dental Health,0,CA,Withdrawn,10/17/2003,11/29/2007,,Low Income Population HPSA,19.6,,
El Proyecto Del Barrio Inc.,70699906L4,Federally Qualified Health Center,Mental Health,19,CA,Designated,2/28/2006,,Los Angeles County,,,-118.4374371,34.23136376
Darin Camarena Health Center,606999067Y,Federally Qualified Health Center,Dental Health,20,CA,Designated,10/26/2002,,Madera County,,,-120.0557161,36.96283283
Watsonville,6069990672,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,9/20/1999,,Geographic Population,12.9,,
San Fernando Community Health Center,60699906U2,Federally Qualified Health Center,Dental Health,13,CA,Designated,2/10/2016,,Los Angeles County,,,-118.444232,34.27660402
Federal Correctional Institution - Terminal Island,606999060C,Correctional Facility,Dental Health,12,CA,Proposed For Withdrawal,6/19/1995,,Los Angeles County,,,-118.2687563,33.72951272
H. Claude Hudson Community Health Center,60699906U3,Federally Qualified Health Center Look A Like,Dental Health,0,CA,Withdrawn,5/11/2005,,Los Angeles County,,,-118.2492434,34.05964483
Low Income/H/Migrant Farmworker-Humboldt County,7061872852,HPSA Population,Mental Health,19,CA,Designated,10/5/2016,,,Low Income Homeless Migrant Farmworker Population HPSA,20.8,,
Low Income - East Lompoc (MSSA 179),606999062L,HPSA Population,Dental Health,0,CA,Withdrawn,12/2/2002,11/3/2011,,Low Income Population HPSA,,,
Antelope Valley Community Clinic,70699906ZG,Federally Qualified Health Center,Mental Health,21,CA,Designated,4/19/2010,,Los Angeles County,,,-118.1480636,34.70232975
Low Income/Migrant Farmworker/Homeless - MSSA 90/Laytonville/Leggett,606999061M,HPSA Population,Dental Health,10,CA,Withdrawn,8/6/2010,6/25/2014,,Low Income Homeless Migrant Farmworker Population HPSA,,,
