HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Switzerland County,118155,Geographic HPSA,Primary Care,9,IN,Withdrawn,10/13/2011,07/02/2018,,Geographic Population,,,
Switzerland County,1184646093,Geographic HPSA,Primary Care,15,IN,Designated,07/19/2017,,,Geographic Population,20.2,,
Union,118161,Geographic HPSA,Primary Care,0,IN,Withdrawn,07/12/1978,03/16/1984,,Geographic Population,9.5,,
Warren County,1188266584,Geographic HPSA,Primary Care,11,IN,Designated,07/12/1978,,,Geographic Population,6.8,,
Washington County,1183826548,Geographic HPSA,Primary Care,7,IN,Designated,07/23/2013,,,Geographic Population,15.2,,
White County,1188597065,Geographic HPSA,Primary Care,12,IN,Designated,06/30/2017,,,Geographic Population,11,,
City of Fort Wayne,1187954740,High Needs Geographic HPSA,Primary Care,5,IN,Designated,12/26/2017,,,Geographic Population,28.6,,
City of Gary,1189709037,High Needs Geographic HPSA,Primary Care,7,IN,Designated,10/11/2017,,,Geographic Population,27.2,,
Delaware County,118035,High Needs Geographic HPSA,Primary Care,9,IN,Withdrawn,11/15/2011,07/02/2018,,Geographic Population,,,
East Chicago Service Area,1187112117,High Needs Geographic HPSA,Primary Care,12,IN,Designated,11/23/2015,,,Geographic Population,35.5,,
Forest Manor (Indianapolis),1189991825,High Needs Geographic HPSA,Primary Care,14,IN,Withdrawn,08/20/1993,07/02/2018,,Geographic Population,25.6,,
Fort Wayne Inner City,1189991855,High Needs Geographic HPSA,Primary Care,8,IN,Withdrawn,09/26/2003,07/02/2018,,Geographic Population,25,,
Gary,1189991804,High Needs Geographic HPSA,Primary Care,11,IN,Withdrawn,05/12/1978,12/26/2013,,Geographic Population,,,
Gibson County,118051,High Needs Geographic HPSA,Primary Care,6,IN,Withdrawn,05/27/2014,07/02/2018,,Geographic Population,,,
Marion County-Indianapolis,1188628702,High Needs Geographic HPSA,Primary Care,6,IN,Designated,12/26/2017,,,Geographic Population,29.6,,
Near North Side (Indianapolis),1189991807,High Needs Geographic HPSA,Primary Care,6,IN,Withdrawn,04/05/1978,07/02/2018,,Geographic Population,29.9,,
South Central Indianapolis,1189991808,High Needs Geographic HPSA,Primary Care,6,IN,Withdrawn,04/05/1978,07/02/2018,,Geographic Population,22.7,,
Southwest Indianapolis,1189991806,High Needs Geographic HPSA,Primary Care,9,IN,Withdrawn,04/05/1978,07/02/2018,,Geographic Population,19.5,,
White County,118181,High Needs Geographic HPSA,Primary Care,3,IN,Withdrawn,07/18/2013,06/26/2017,,Geographic Population,,,
Whitley County,118183,High Needs Geographic HPSA,Primary Care,3,IN,Withdrawn,06/14/2012,07/02/2018,,Geographic Population,8.8,,
Low Income - New Castle Service Area,11899918B4,HPSA Population,Primary Care,10,IN,Withdrawn,12/17/2008,09/20/2012,,Geographic Population,,,
Ashland,1209992018,Geographic HPSA,Primary Care,0,KS,Withdrawn,12/15/1993,09/17/1997,,Geographic Population,7.2,,
Centralia,1209992004,Geographic HPSA,Primary Care,0,KS,Withdrawn,01/26/1981,10/02/1995,,Geographic Population,20,,
Chase County,1204976910,Geographic HPSA,Primary Care,14,KS,Designated,05/30/1978,,,Geographic Population,11.3,,
Chautauqua County,1206514038,Geographic HPSA,Primary Care,14,KS,Designated,12/05/1991,,,Geographic Population,15.9,,
Cheyenne,120023,Geographic HPSA,Primary Care,9,KS,Withdrawn,12/21/1992,12/19/2012,,Geographic Population,,,
Clinicare,1209992003,Geographic HPSA,Primary Care,0,KS,Withdrawn,12/20/1979,04/03/1985,,Geographic Population,0,,
Coffey,120031,Geographic HPSA,Primary Care,0,KS,Withdrawn,05/10/1979,10/28/1992,,Geographic Population,8.9,,
Edwards,120047,Geographic HPSA,Primary Care,0,KS,Withdrawn,12/30/1994,04/30/2009,,Geographic Population,10.4,,
Elk County,120049,Geographic HPSA,Primary Care,17,KS,Withdrawn,12/05/1991,07/02/2018,,Geographic Population,15.4,,
Ellsworth,120053,Geographic HPSA,Primary Care,0,KS,Withdrawn,03/08/1984,09/15/2000,,Geographic Population,12.2,,
Franklin,120059,Geographic HPSA,Primary Care,0,KS,Withdrawn,04/02/1990,10/02/1995,,Geographic Population,9,,
Garden Plain,1209992005,Geographic HPSA,Primary Care,0,KS,Withdrawn,07/20/1981,04/03/1985,,Geographic Population,0,,
Grant,120067,Geographic HPSA,Primary Care,10,KS,Withdrawn,12/07/2010,10/18/2013,,Geographic Population,,,
Gray County,1201148981,Geographic HPSA,Primary Care,13,KS,Designated,09/19/2002,,,Geographic Population,9.5,,
Gridley,1209992012,Geographic HPSA,Primary Care,0,KS,Withdrawn,02/04/1983,04/03/1985,,Geographic Population,23,,
Hamilton County,1209130686,Geographic HPSA,Primary Care,18,KS,Designated,12/08/2000,,,Geographic Population,15.8,,
Haskell County,1205451265,Geographic HPSA,Primary Care,6,KS,Designated,06/14/2000,,,Geographic Population,11.4,,
Haven,1209992002,Geographic HPSA,Primary Care,0,KS,Withdrawn,05/03/1978,03/08/1984,,Geographic Population,0,,
Herington,1209992006,Geographic HPSA,Primary Care,0,KS,Withdrawn,07/12/1983,10/28/1992,,Geographic Population,0,,
Hodgeman,120083,Geographic HPSA,Primary Care,12,KS,Withdrawn,10/29/1999,01/15/2013,,Geographic Population,,,
Hodgeman,1203828581,Geographic HPSA,Primary Care,12,KS,Designated,12/27/2017,,,Geographic Population,5.5,,
Jackson,120085,Geographic HPSA,Primary Care,0,KS,Withdrawn,06/28/2006,08/30/2011,,Geographic Population,,,
Jefferson County,1204940007,Geographic HPSA,Primary Care,12,KS,Designated,05/03/1978,,,Geographic Population,7.7,,
Jewell County,1201852209,Geographic HPSA,Primary Care,13,KS,Designated,03/22/1993,,,Geographic Population,13.9,,
Kearny County,120093,Geographic HPSA,Primary Care,12,KS,Withdrawn,01/05/2012,07/02/2018,,Geographic Population,8.2,,
Kingman County,120095,Geographic HPSA,Primary Care,14,KS,Withdrawn,12/15/1993,07/02/2018,,Geographic Population,10.1,,
Kiowa County,120097,Geographic HPSA,Primary Care,16,KS,Withdrawn,11/30/1992,07/02/2018,,Geographic Population,11,,
Lincoln,120105,Geographic HPSA,Primary Care,0,KS,Withdrawn,05/31/1978,09/13/2011,,Geographic Population,,,
Linn County,1206674056,Geographic HPSA,Primary Care,13,KS,Designated,05/03/1978,,,Geographic Population,14.4,,
Marion County,120115,Geographic HPSA,Primary Care,10,KS,Designated,08/31/2018,,,Geographic Population,10.8,,
Meade,120119,Geographic HPSA,Primary Care,12,KS,Withdrawn,11/29/2001,08/16/2013,,Geographic Population,,,
Miami,120121,Geographic HPSA,Primary Care,0,KS,Withdrawn,05/03/1978,04/03/1985,,Geographic Population,7,,
Neosho County,1205800950,Geographic HPSA,Primary Care,15,KS,Designated,12/10/2018,,,Geographic Population,19.6,,
Northeast Topeka,1209992009,Geographic HPSA,Primary Care,0,KS,Withdrawn,07/07/1978,04/03/1985,,Geographic Population,24,,
Northwest Shawnee,1209992001,Geographic HPSA,Primary Care,0,KS,Withdrawn,12/14/1979,04/03/1985,,Geographic Population,12,,
Oakley,1209992016,Geographic HPSA,Primary Care,0,KS,Withdrawn,12/08/1989,10/02/1995,,Geographic Population,11,,
Osage County,1206186124,Geographic HPSA,Primary Care,13,KS,Designated,10/18/1978,,,Geographic Population,12.1,,
Osborne,120141,Geographic HPSA,Primary Care,12,KS,Withdrawn,10/23/1992,12/04/2012,,Geographic Population,,,
Pawnee,120145,Geographic HPSA,Primary Care,0,KS,Withdrawn,02/13/1995,11/22/2011,,Geographic Population,,,
Phillips County,1204445546,Geographic HPSA,Primary Care,11,KS,Designated,01/08/1993,,,Geographic Population,9.5,,
Rawlins,120153,Geographic HPSA,Primary Care,13,KS,Withdrawn,10/04/2006,07/24/2012,,Geographic Population,,,
Republic,120157,Geographic HPSA,Primary Care,0,KS,Withdrawn,07/24/2001,07/06/2010,,Geographic Population,,,
Sheridan,120179,Geographic HPSA,Primary Care,14,KS,Withdrawn,12/23/2009,08/10/2012,,Geographic Population,,,
Smokey Hills,1209992011,Geographic HPSA,Primary Care,0,KS,Withdrawn,04/11/1983,07/23/1987,,Geographic Population,0,,
Southern Marion,1209992010,Geographic HPSA,Primary Care,0,KS,Withdrawn,08/09/1982,04/03/1985,,Geographic Population,0,,
Stafford County,1204255255,Geographic HPSA,Primary Care,11,KS,Designated,09/13/2011,,,Geographic Population,14.9,,
Stevens County,1202585694,Geographic HPSA,Primary Care,9,KS,Designated,08/13/2018,,,Geographic Population,17.9,,
Wabaunsee County,1202993806,Geographic HPSA,Primary Care,11,KS,Designated,10/22/2002,,,Geographic Population,6.3,,
Wallace,120199,Geographic HPSA,Primary Care,0,KS,Withdrawn,03/05/2002,11/09/2010,,Geographic Population,,,
Wallace County,1201266563,Geographic HPSA,Primary Care,11,KS,Designated,11/19/2013,,,Geographic Population,10.1,,
Wichita,120203,Geographic HPSA,Primary Care,14,KS,Withdrawn,05/08/1978,12/10/2012,,Geographic Population,,,
Woodson County,1207273844,Geographic HPSA,Primary Care,6,KS,Designated,12/28/2011,,,Geographic Population,18.7,,
Yates Center,1209992013,Geographic HPSA,Primary Care,0,KS,Withdrawn,02/04/1983,04/03/1985,,Geographic Population,23,,
Ary,1219992124,Geographic HPSA,Primary Care,0,KY,Withdrawn,10/21/1992,01/24/2002,,Geographic Population,36.5,,
Ballard,121007,Geographic HPSA,Primary Care,0,KY,Withdrawn,09/06/1978,11/03/2011,,Geographic Population,,,
Bath,121011,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/30/1994,09/26/2011,,Geographic Population,,,
Bourbon,121017,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/12/1981,03/21/1984,,Geographic Population,19,,
Bracken County,121023,Geographic HPSA,Primary Care,12,KY,Designated,12/28/2017,,,Geographic Population,17,,
Breathitt,121025,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,11/03/2011,,Geographic Population,,,
Buckhorn,1219992118,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,01/24/2002,,Geographic Population,53.1,,
Bullitt,121029,Geographic HPSA,Primary Care,0,KY,Withdrawn,09/06/1978,06/24/2010,,Geographic Population,,,
Butler County,121031,Geographic HPSA,Primary Care,12,KY,Withdrawn,08/17/2010,06/26/2017,,Geographic Population,,,
Carlisle County,1214420482,Geographic HPSA,Primary Care,10,KY,Designated,07/10/1991,,,Geographic Population,19.2,,
Carroll,121041,Geographic HPSA,Primary Care,0,KY,Withdrawn,11/06/1989,01/12/2011,,Geographic Population,,,
Clinton,121053,Geographic HPSA,Primary Care,0,KY,Withdrawn,04/05/1985,05/30/1997,,Geographic Population,38.1,,
Crab Orchard,1219992114,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,12/31/1996,,Geographic Population,36.1,,
Cumberland,1219992105,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,11/29/2000,,Geographic Population,32.8,,
Edmonson County,121061,Geographic HPSA,Primary Care,17,KY,Withdrawn,05/20/2009,01/15/2013,,Geographic Population,,,
Estill,121065,Geographic HPSA,Primary Care,8,KY,Withdrawn,05/19/1999,06/27/2013,,Geographic Population,,,
Fleming County,1216267036,Geographic HPSA,Primary Care,10,KY,Designated,07/29/2017,,,Geographic Population,19.6,,
Flemingsburg,1219992115,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,11/06/1989,,Geographic Population,24,,
Fulton County,1214229115,Geographic HPSA,Primary Care,13,KY,Withdrawn,07/14/2015,07/02/2018,,Geographic Population,23,,
Grant,121081,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,09/20/1999,,Geographic Population,15.1,,
Graves County,1213894410,Geographic HPSA,Primary Care,9,KY,Designated,09/17/2013,,,Geographic Population,18.5,,
Grayson,121085,Geographic HPSA,Primary Care,0,KY,Withdrawn,09/06/1978,03/21/1984,,Geographic Population,23,,
Green County,1214480433,Geographic HPSA,Primary Care,12,KY,Designated,08/24/2018,,,Geographic Population,19.6,,
Greenup,121089,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,11/03/2011,,Geographic Population,,,
Hancock County,1212651622,Geographic HPSA,Primary Care,17,KY,Designated,07/18/2018,,,Geographic Population,16,,
Henry,121103,Geographic HPSA,Primary Care,7,KY,Withdrawn,12/02/2009,01/15/2013,,Geographic Population,,,
Hickman,121105,Geographic HPSA,Primary Care,0,KY,Withdrawn,07/10/1991,11/03/2011,,Geographic Population,,,
Hickman County,1218801231,Geographic HPSA,Primary Care,17,KY,Designated,05/02/2017,,,Geographic Population,16,,
Jenkins/McRoberts,1219992126,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/24/1993,09/10/1996,,Geographic Population,32.4,,
Jessamine,121113,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,03/21/1984,,Geographic Population,14,,
Lebanon Junction,1219992129,Geographic HPSA,Primary Care,0,KY,Withdrawn,01/31/1994,05/31/2000,,Geographic Population,10.6,,
Letcher,121133,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/15/1979,05/18/1981,,Geographic Population,27,,
Livingston County,1213157787,Geographic HPSA,Primary Care,13,KY,Designated,07/21/2015,,,Geographic Population,15.4,,
Logan,121141,Geographic HPSA,Primary Care,0,KY,Withdrawn,10/15/1979,03/21/1984,,Geographic Population,16,,
Lyon County,121143,Geographic HPSA,Primary Care,6,KY,Withdrawn,06/06/2012,07/02/2018,,Geographic Population,13.8,,
Manchester,1219992119,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/28/1986,08/07/1991,,Geographic Population,49,,
Marshall County,1215414341,Geographic HPSA,Primary Care,8,KY,Designated,08/31/2015,,,Geographic Population,10.6,,
McLean County,1213965773,Geographic HPSA,Primary Care,13,KY,Designated,06/26/1987,,,Geographic Population,19.1,,
Meade County,1214326698,Geographic HPSA,Primary Care,11,KY,Designated,12/03/2015,,,Geographic Population,16,,
Mercer County,1214212103,Geographic HPSA,Primary Care,8,KY,Designated,09/15/2017,,,Geographic Population,17.7,,
Montgomery,121173,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/15/1979,11/10/2004,,Geographic Population,15.2,,
Mud Creek,1219992102,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,02/21/1996,,Geographic Population,35.6,,
Muhlenberg,121177,Geographic HPSA,Primary Care,14,KY,Withdrawn,05/28/2004,06/27/2013,,Geographic Population,,,
Nicholas County,1217869577,Geographic HPSA,Primary Care,14,KY,Designated,02/09/2017,,,Geographic Population,16.1,,
Northeast Warren County,1215766758,Geographic HPSA,Primary Care,12,KY,Designated,08/20/2013,,,Geographic Population,12.3,,
Owen County,1214959064,Geographic HPSA,Primary Care,9,KY,Designated,09/20/2018,,,Geographic Population,17.6,,
Owen County,1215897241,Geographic HPSA,Primary Care,10,KY,Withdrawn,03/09/1979,07/02/2018,,Geographic Population,15.1,,
Pendleton County,1217779600,Geographic HPSA,Primary Care,9,KY,Designated,03/09/1979,,,Geographic Population,14.9,,
Perry,1219992101,Geographic HPSA,Primary Care,0,KY,Withdrawn,08/14/1978,03/21/1984,,Geographic Population,31,,
Phelps,1219992103,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,02/21/1996,,Geographic Population,32.5,,
Pike,121195,Geographic HPSA,Primary Care,0,KY,Withdrawn,04/11/1980,03/21/1984,,Geographic Population,19,,
Pine Mountain,1219992121,Geographic HPSA,Primary Care,0,KY,Withdrawn,05/20/1991,12/31/1996,,Geographic Population,38,,
Powell-Wolfe Counties,1219720711,Geographic HPSA,Primary Care,13,KY,Designated,07/21/2017,,,Geographic Population,33.7,,
Radcliff-Northern Hardin County,1215749043,Geographic HPSA,Primary Care,12,KY,Withdrawn,04/19/2016,06/26/2017,,Geographic Population,15.8,,
Simpson County,1211702684,Geographic HPSA,Primary Care,9,KY,Designated,12/05/2016,,,Geographic Population,19.5,,
South Williamson,1219992110,Geographic HPSA,Primary Care,0,KY,Withdrawn,04/11/1980,03/21/1984,,Geographic Population,20,,
Spencer County,121215,Geographic HPSA,Primary Care,9,KY,Withdrawn,09/06/1978,06/27/2013,,Geographic Population,,,
Trigg,121221,Geographic HPSA,Primary Care,0,KY,Withdrawn,09/06/1978,11/03/2011,,Geographic Population,,,
Trimble County,1215023864,Geographic HPSA,Primary Care,9,KY,Designated,09/06/1978,,,Geographic Population,16.5,,
Union County,121225,Geographic HPSA,Primary Care,9,KY,Withdrawn,08/23/2013,07/01/2016,,Geographic Population,,,
Upper Clover,1219992123,Geographic HPSA,Primary Care,0,KY,Withdrawn,02/14/1992,11/29/2000,,Geographic Population,37.7,,
Vanceburg,1219992116,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,06/29/1990,,Geographic Population,31,,
Washington,121229,Geographic HPSA,Primary Care,0,KY,Withdrawn,05/10/2002,03/15/2011,,Geographic Population,,,
West End (Louisville),1219992109,Geographic HPSA,Primary Care,0,KY,Withdrawn,09/06/1978,12/31/1996,,Geographic Population,36.6,,
Western Fulton,1219992107,Geographic HPSA,Primary Care,0,KY,Withdrawn,11/20/1979,03/21/1984,,Geographic Population,27,,
Western Harlan,1219992104,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/09/1979,11/29/2000,,Geographic Population,36.5,,
Western Letcher,1219992117,Geographic HPSA,Primary Care,0,KY,Withdrawn,03/21/1984,12/31/1996,,Geographic Population,32.5,,
Whitley,121235,Geographic HPSA,Primary Care,0,KY,Withdrawn,11/26/2001,11/03/2011,,Geographic Population,,,
Williamsburg/Saxton,1219992108,Geographic HPSA,Primary Care,0,KY,Withdrawn,04/11/1980,11/26/2001,,Geographic Population,38.6,,
Allen County,1212952839,High Needs Geographic HPSA,Primary Care,12,KY,Designated,08/23/2013,,,Geographic Population,19.4,,
Beuchel/Newburg,12199921HL,High Needs Geographic HPSA,Primary Care,9,KY,Withdrawn,11/21/2011,07/02/2018,,Geographic Population,26.1,,
Butler County,1212968015,High Needs Geographic HPSA,Primary Care,15,KY,Designated,12/16/2016,,,Geographic Population,27.3,,
Carter County,1213398094,High Needs Geographic HPSA,Primary Care,9,KY,Withdrawn,03/09/1979,07/02/2018,,Geographic Population,18.6,,
Casey County,1219123809,High Needs Geographic HPSA,Primary Care,14,KY,Designated,07/16/1982,,,Geographic Population,28.8,,
Clay County,1213369834,High Needs Geographic HPSA,Primary Care,12,KY,Designated,12/28/2011,,,Geographic Population,35.6,,
Clinton and Wayne Counties,1212914215,High Needs Geographic HPSA,Primary Care,10,KY,Designated,09/07/2017,,,Geographic Population,25,,
Cumberland County,1211331600,High Needs Geographic HPSA,Primary Care,12,KY,Designated,12/16/2016,,,Geographic Population,26,,
Eastern Harlan County,1219418591,High Needs Geographic HPSA,Primary Care,8,KY,Withdrawn,02/22/2016,06/26/2017,,Geographic Population,34,,
Eastern Rockcastle Service Area,12199921H6,High Needs Geographic HPSA,Primary Care,15,KY,Withdrawn,06/24/2010,07/01/2016,,Geographic Population,,,
Elliott County,1218693660,High Needs Geographic HPSA,Primary Care,17,KY,Designated,04/05/1985,,,Geographic Population,29.5,,
Fulton County,1211751700,High Needs Geographic HPSA,Primary Care,13,KY,Designated,12/27/2017,,,Geographic Population,24.6,,
Gallatin County,121077,High Needs Geographic HPSA,Primary Care,13,KY,Withdrawn,03/09/1979,07/02/2018,,Geographic Population,15.9,,
Hart,121099,High Needs Geographic HPSA,Primary Care,13,KY,Withdrawn,06/26/1987,12/19/2012,,Geographic Population,,,
Hart County,1218357330,High Needs Geographic HPSA,Primary Care,10,KY,Designated,01/26/2016,,,Geographic Population,25.8,,
Jackson County,1211914250,High Needs Geographic HPSA,Primary Care,15,KY,Designated,03/09/1979,,,Geographic Population,31.6,,
Knott,121119,High Needs Geographic HPSA,Primary Care,12,KY,Withdrawn,03/29/2001,01/05/2010,,Geographic Population,,,
Knox County,1215314093,High Needs Geographic HPSA,Primary Care,11,KY,Designated,06/07/2012,,,Geographic Population,33.7,,
"Lancaster, Central Garrard County",1214630092,High Needs Geographic HPSA,Primary Care,9,KY,Withdrawn,04/19/2016,06/26/2017,,Geographic Population,25.4,,
Lee County,121129,High Needs Geographic HPSA,Primary Care,10,KY,Withdrawn,01/17/2013,07/02/2018,,Geographic Population,33.4,,
Leslie County,1214535809,High Needs Geographic HPSA,Primary Care,13,KY,Designated,02/03/1997,,,Geographic Population,23.9,,
Lewis County,1214735564,High Needs Geographic HPSA,Primary Care,8,KY,Designated,03/09/1979,,,Geographic Population,33,,
